案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2016）豫0526刑初710号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,,住所位于滑县,49637596.0,数额巨大,2017-01-22,500000.0
（2016）桂1202民初2033号,隐私权纠纷,侵犯知识产权罪,著作权,,,住所地的村,241146.0,严重,2017-01-23,
（2016）云2328民初659号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地元谋县,1997229.0,严重,2017-01-24,
（2016）渝0112民初13653号,商品房预售合同纠纷,危害税收征管罪,税,,,重庆市,422530.0,,2017-01-10,
（2016）鲁0211民初11442号,信用卡纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地上海市,141611.0,,2017-01-16,
（2017）京73民辖终24号,,侵犯知识产权罪,知识产权,,,住所地上海市,,,2017-01-24,
（2016）陕0104民初4476号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,西安市,1044.0,,2017-01-25,
（2016）黑1222刑初143号,,金融诈骗罪|危害税收征管罪,税|诈骗,,初中,黑龙江省,158110.0,数额巨大,2017-01-18,30000.0
（2016）云2801民初2063号,商品房预售合同纠纷,危害税收征管罪,税,,,云南省景洪市,370000.0,,2017-01-17,
（2016）鲁0211民初11439号,信用卡纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地上海市,38885.0,,2017-01-16,
（2016）皖0104执2516号,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地镇,51235.0,,2017-01-16,
（2016）粤0983刑初第265号,走私、贩卖、运输、制造毒品,走私罪,走私,,,广东省,2000.0,情节严重,2017-01-09,2000.0
（2017）甘0111刑初11号,走私、贩卖、运输、制造毒品,走私罪,走私,,,甘肃省,2000.0,,2017-01-23,2000.0
（2017）浙0212刑初86号,合同诈骗,金融诈骗罪|扰乱市场秩序罪|贪污贿赂罪,合同诈骗|挪用资金|诈骗,,初中,浙江省,400000.0,数额巨大,2017-01-18,152000.0
（2017）冀0429刑初1号,诈骗,金融诈骗罪,诈骗,,高中,河北省,100000.0,特别严重,2017-01-22,100000.0
（2016）新0204民初431号,民间借贷纠纷,贪污贿赂罪,职务侵占,,文盲,新疆维吾尔自治区,104288.0,,2017-01-11,
（2016）皖1225民初3860号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地上海市,346306.0,,2017-01-05,
（2017）冀08刑更10号,,贪污贿赂罪,挪用资金|职务侵占,,,河北省,,,2017-01-24,
（2018）陕04民初24号,著作权权属纠纷,侵犯知识产权罪,著作权,,,住所地北京市,80000.0,,2017-01-12,
（2016）闽0105民初619号,民间借贷纠纷,金融诈骗罪,诈骗,,,住所地福州市,800000.0,,2017-01-18,
（2017）吉05刑更22号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,吉林省,,,2017-01-22,
（2016）鲁0102执1380号,,金融诈骗罪,诈骗,,,济南市,500000.0,,2017-01-20,500000.0
（2017）甘0111刑初5号,诈骗,金融诈骗罪,诈骗,,,甘肃省,50000.0,数额巨大,2017-01-11,10000.0
（2016）浙0281民初12172号,合同纠纷,危害税收征管罪,税,,,浙江省余姚市,1450000.0,,2017-01-19,
（2016）浙0111刑初752号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,地点都是在新桥村,60000.0,,2017-01-25,500.0
（2017）晋04刑终2号,走私、贩卖、运输、制造毒品,走私罪,走私,,,山西省,7100.0,,2017-01-18,
（2016）粤1973民初12621号,机动车交通事故责任纠纷,危害税收征管罪,税,29.0,,广东省东莞市,100184.0,严重,2017-01-06,
（2016）渝0103民初8746号,追偿权纠纷,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,住所地重庆市,8000000.0,,2017-01-20,
（2016）渝0112民初13656号,商品房预售合同纠纷,危害税收征管罪,税,,,重庆市,423376.0,,2017-01-10,
（2017）渝03民终51号,,危害税收征管罪,税,,,重庆市,400000.0,,2017-01-19,
（2016）辽0113民初8059号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,沈阳市,622520.0,,2017-01-09,
（2017）鄂0204刑初6号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,地点为武汉光谷高新开发区,500000.0,严重,2017-01-23,20000.0
（2017）琼0107刑初5号,,走私罪,走私,,,海口市,3000.0,情节严重,2017-01-10,3000.0
（2016）鲁0691民初2119号,机动车交通事故责任纠纷,危害税收征管罪,税,71.0,,住所地烟台市,262337.0,,2017-01-18,
（2016）藏2421民初454号,机动车交通事故责任纠纷,金融诈骗罪,诈骗,,,西藏自治区,450000.0,,2017-01-20,
（2017）浙0111执49号,,危害税收征管罪,税,,,杭州市,89638.0,,2017-01-05,
（2016）湘3126民初95号,房屋拆迁安置补偿合同纠纷,危害税收征管罪,税,,,住所地湖南省,667000.0,严重,2017-01-22,
（2015）新宾民二初字第00074号,买卖合同纠纷,危害税收征管罪,税,,,新宾满族自治县,2800000.0,,2017-01-12,
（2016）青2891刑初4号,行贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,行贿|贪污|贿赂,,中专,青海省,,数额较大,2017-01-11,
（2016）琼0105民初2708号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地海口市,531307.0,严重,2017-01-03,
（2016）闽09民终1472号,委托合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地福建省,500000.0,,2017-01-05,
（2016）鲁16民初8号,建设工程施工合同纠纷,危害税收征管罪,税,,,山东省滨州市,53464410.0,,2017-01-05,
（2016）云2901刑初474号,诈骗,金融诈骗罪,诈骗,,初中,云南省,25607.0,情节严重,2017-01-04,10000.0
（2016）鄂2801民初4504号,保险人代位求偿权纠纷,危害税收征管罪,税,,,湖北省恩施市,39052.0,,2017-01-06,
（2014）邳行初字第0014号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,小学,住所地邳州市,8840000.0,严重,2017-01-12,
（2017）渝02民辖终4号,民间借贷纠纷,金融诈骗罪,诈骗,,,住所地成都市,600000.0,,2017-01-10,
（2016）粤0803民初1247号,买卖合同纠纷,危害税收征管罪,税,,,住所地湛江市,3000000.0,,2017-01-24,
（2016）皖0221刑初222号之一,开设赌场,侵犯财产罪,敲诈勒索,,初中,安徽省,4000.0,情节严重,2017-01-05,4000.0
（2016）渝0117民初4213号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地重庆市,865519.0,,2017-01-16,
（2016）粤1971民初7956号,买卖合同纠纷,危害税收征管罪,税,,,广东省东莞市,493112.0,,2017-01-16,
（2016）渝05民终7679号,劳动争议,危害税收征管罪,税,,,住所地重庆市,59979.0,严重,2017-01-19,
（2017）桂0521民初291号,,危害税收征管罪,税,,,广西壮族自治区合浦县,,,2017-01-18,
（2016）粤08民终1779号,股权转让纠纷,危害税收征管罪|侵犯知识产权罪|扰乱市场秩序罪,商业秘密|税|非法经营,,,广东省湛江市,70645509.0,严重,2017-01-04,
（2017）冀0821刑初5号,走私、贩卖、运输、制造毒品,走私罪,走私,,,河北省,2000.0,情节严重,2017-01-13,2000.0
（2016）湘0124民初5166号,,妨害对公司企业的管理秩序罪|金融诈骗罪,欺诈|诈骗,,,地点均显示是在安徽省,350000.0,,2017-01-25,
（2017）吉0521刑初41号,诈骗,金融诈骗罪,诈骗,,小学,吉林省,50100.0,数额巨大,2017-01-11,2000.0
（2016）湘0181民初02758号,合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,湖南省,33200.0,,2017-01-22,
（2016）甘0981刑初205号,,危害税收征管罪,税,,小学,户籍地甘肃省,34330.0,较轻,2017-01-25,25000.0
（2015）瓮民商初字第172号,买卖合同纠纷,危害税收征管罪,税,,,住所地瓮安县,9742760.0,,2017-01-06,
（2017）宁0122民初5784号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,初中,住所地位于山东省,6250000.0,严重,2017-01-23,
（2015）中区法民初字第08605号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地重庆市,1171712.0,,2017-01-19,
（2017）宁0502民初2118号,共有纠纷,侵犯知识产权罪,商业秘密,,初中,宁夏回族自治区,570000.0,严重,2017-01-29,
（2016）粤1971民初9932号,民间借贷纠纷,危害税收征管罪,税,,,广东省东莞市,37380000.0,,2017-01-20,
（2016）冀0322执异35号,,妨害对公司企业的管理秩序罪,债券,,,住所地昌黎县,2854068.0,,2017-01-04,
（2016）津0101民初6271号,服务合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住址天津市,300000.0,,2017-01-09,
（2014）娄中民二初字第89号,案外人执行异议之诉,危害税收征管罪,税,,,湖南省娄底市,49554824.0,,2017-01-04,
（2016）粤0111民初11474号,侵害其他著作财产权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税|著作权,,,住所地广东省,600.0,,2017-01-18,
（2016）皖0104执4147号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地合肥市,5992757.0,,2017-01-16,
（2016）豫0191民初13310号,金融借款合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,债券|税,,,住所地郑州市,16719480.0,,2017-01-19,
（2016）豫0825执1450号,,破坏金融管理秩序罪,非法吸收公众存款,,,河南省温县,,,2017-01-24,
（2017）湘1003刑更1号,,金融诈骗罪,诈骗,,高中,湖南省,,,2017-01-24,35000.0
（2017）渝0107刑初58号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,重庆市,200.0,,2017-01-19,2000.0
（2016）鲁0281民初3197号,农村土地承包合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地胶州市,30000.0,,2017-01-18,
（2016）吉0881刑初43号,,金融诈骗罪,诈骗,,小学,户籍地洮南市,10120.0,轻微,2017-01-24,
（2017）浙0381执恢93号,,危害税收征管罪,税,,,浙江省,15602542.0,,2017-01-22,
（2016）冀11民终2548号,商品房销售合同纠纷,危害税收征管罪,税,,,河北省衡水市,4443065.0,严重,2017-01-18,
（2017）渝0102刑初44号,走私、贩卖、运输、制造毒品,走私罪,走私,,大专,重庆市,200.0,,2017-01-17,2000.0
（2017）宁0502民初3093号,股东知情权纠纷,侵犯知识产权罪,商业秘密,,,住所地宁夏回族自治区,20060000.0,严重,2017-01-11,
（2017）浙08民初10号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,浙江省衢州市,275.0,,2017-01-24,
（2017）川0781执19号,,妨害对公司企业的管理秩序罪,债券|股票,,,四川省,288000.0,,2017-01-04,
（2017）川0781执82号,,妨害对公司企业的管理秩序罪,债券|股票,,,户籍地四川省,100000.0,,2017-01-09,
（2016）湘1302民初3426号,侵权责任纠纷,侵犯知识产权罪,著作权,,,湖南省娄底市娄星区,120000.0,,2017-01-03,
（2016）粤0114民初937号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地广州市,677973.0,,2017-01-01,
（2016）闽05民终4557号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,福建省,250000.0,严重,2017-01-19,
（2018）渝0113刑初42号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,重庆市,9000.0,,2017-01-23,9000.0
（2016）粤06民7568号,租赁合同纠纷,危害税收征管罪,税,,,住所地广东省,881246.0,严重,2017-01-13,
（2017）皖1182执153号,,危害税收征管罪,税,,,安徽省,50000.0,,2017-01-06,
（2017）苏刑终1号,走私普通货物、物品,走私罪|危害税收征管罪,税|走私|逃税,,初中,江苏省,21730414.0,,2017-01-18,1000000.0
（2014）鄂江夏民二初字第00462号,建设工程施工合同纠纷,危害税收征管罪,税,,,湖北省,19080000.0,严重,2017-01-06,
（2017）渝0106民初886号,买卖合同纠纷,危害税收征管罪,税,,,住所地重庆市,515996.0,,2017-01-17,
（2017）浙1003刑初44号,诈骗,金融诈骗罪,诈骗,,初中,台州市,1308.0,特别严重,2017-01-10,2000.0
（2016）渝0112民初13760号,商品房预售合同纠纷,危害税收征管罪,税,,,重庆市,656966.0,,2017-01-10,
（2016）川0108民初3495号,房屋租赁合同纠纷,危害税收征管罪,税,,,成都市成华区,3863735.0,,2017-01-05,
（2016）沪0104民初24885号,侵害作品表演权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地北京市,66960.0,情节严重,2017-01-24,
（2016）鄂0922民初1016号,民间借贷纠纷,危害税收征管罪,税,,,湖北省大悟县,400000.0,,2017-01-05,
（2016）苏1202刑初217号,诈骗,妨害对公司企业的管理秩序罪|金融诈骗罪|侵犯财产罪,敲诈勒索|股票|诈骗,,,江苏省,173360.0,特别严重,2017-01-10,20000.0
（2017）浙0304民初216号,买卖合同纠纷,危害税收征管罪,税,,,浙江省温州市瓯海区,66565.0,,2017-01-19,
（2017）鲁0322刑初11号,盗窃,金融诈骗罪,诈骗,,小学,山东省,1465.0,数额较大,2017-01-18,15000.0
（2016）吉0781刑初323-1号,玩忽职守,贪污贿赂罪,挪用公款,,,吉林省,,,2017-01-24,
（2016）赣04民初108号,承揽合同纠纷,危害税收征管罪,税,,,中华人民共和国江西省九江市,5100000.0,,2017-01-01,
（2016）苏0581执4893号,,妨害对公司企业的管理秩序罪,股票,,,住所地江苏省,158000.0,,2017-01-25,
（2016）辽0214刑初86号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,大连市普兰店区,8900.0,情节严重,2017-01-23,
（2016）渝0112民初13610号,商品房预售合同纠纷,危害税收征管罪,税,,,重庆市,422530.0,,2017-01-10,
（2016）赣0102民初4376号,房屋租赁合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,南昌市东湖区,116662.0,严重,2017-01-06,
（2017）云2823刑初11号,非法经营,扰乱市场秩序罪,非法经营,,小学,户籍地为湖南省,63893.0,,2017-01-21,30000.0
（2017）苏0509执异14号,,危害税收征管罪,税,,,住所地江苏省,,,2017-01-25,
（2017）浙0111刑初50号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票|逃税,,高中,杭州市,20000.0,,2017-01-10,20000.0
（2016）云0111民初8975号,商品房销售合同纠纷,危害税收征管罪,税,,,云南省昆明市官渡区,676018.0,,2017-01-16,
（2016）沪0117民初15322号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,288000.0,,2017-01-20,
（2016）浙0106民初9389号,买卖合同纠纷,危害税收征管罪,税,,,杭州市,730000.0,,2017-01-03,
（2016）云0822民初371号,机动车交通事故责任纠纷,危害税收征管罪,税,,,云南省,174243.0,严重,2017-01-06,
（2016）黑0881刑初143号,挪用公款,贪污贿赂罪,挪用公款,,大专,黑龙江省,1012200.0,数额较大,2017-01-24,
（2017）津0101刑初5号,诈骗,金融诈骗罪,诈骗,,初中,天津市,30000.0,,2017-01-09,5000.0
（2016）皖0191民初4934号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,户籍地安徽省,3250.0,,2017-01-22,
（2016）粤2071民初9893号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地中山市,655000.0,,2017-01-12,
（2017）黑12民辖终3号,合伙协议纠纷,妨害对公司企业的管理秩序罪,欺诈,,,黑龙江省,,,2017-01-16,
（2016）苏0105民初5677号,融资租赁合同纠纷,危害税收征管罪,税,,,住所地在江苏省,1780000.0,严重,2017-01-09,
（2016）鲁1524民初1539号,金融借款合同纠纷,金融诈骗罪,诈骗,,,山东省,30000.0,,2017-01-20,
（2016）鲁08民初349号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,山东省济宁市,550.0,,2017-01-04,
（2016）赣04刑终268号,非法持有毒品,金融诈骗罪,诈骗,,大专,户籍地江西省,20000.0,,2017-01-23,20000.0
（2015）林商初字第540号,股权转让纠纷,危害税收征管罪,税,,,住所地为林甸县,13000000.0,,2017-01-27,
（2017）豫10民终60号,机动车交通事故责任纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,河南省许昌市,30864.0,情节严重,2017-01-10,
（2017）浙0482刑更4号,敲诈勒索,侵犯财产罪,敲诈勒索,,初中,户籍地平湖市,3000.0,情节严重,2017-01-18,3000.0
（2016）粤2072民初14360号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地广东省,41808.0,,2017-01-22,
（2016）鲁0105行初81号,,危害税收征管罪,税,,,住所地济南市,180000.0,严重,2017-01-22,5000.0
（2017）内0621民初5463号,所有权确认纠纷,危害税收征管罪,税,,中学,现在山西省,210756.0,,2017-01-12,
（2016）渝0112民初13764号,商品房预售合同纠纷,危害税收征管罪,税,,,重庆市,412801.0,,2017-01-10,
（2016）皖0828执1196号,,危害税收征管罪,税,,,住所地安徽省,700000.0,,2017-01-04,
（2017）皖1522执24号,,金融诈骗罪,诈骗,,,安徽省,21029.0,,2017-01-04,
（2016）沪0113刑初2341号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,,住所地上海市,344290.0,特别严重,2017-01-09,20000.0
（2017）沪0118刑初7号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,,上海市,400000.0,特别严重,2017-01-17,20000.0
