案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2018）浙02民初2398号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省宁波市,50.0,,2019-01-14,
（2018）云23民初61号,建设工程施工合同纠纷,危害税收征管罪,税,,,地点在楚雄市,78281906.0,严重,2019-01-08,
（2019）浙0327刑初40号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,浙江省,9000.0,情节严重,2019-01-18,9000.0
（2018）赣刑终255号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,江西省,300000.0,,2019-01-31,
（2018）湘1102民初2346号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖南省永州市零陵区,362980.0,,2019-01-28,
（2018）京73行初7779号,行政裁决,侵犯知识产权罪,知识产权,,,住所地安徽省,,,2019-01-29,
（2018）粤01民特1162号,申请撤销仲裁裁决,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,广东省,100.0,,2019-01-21,
（2019）川15刑更152号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,四川省,,,2019-01-25,
（2019）陕06刑更263号,走私、贩卖、运输、制造毒品,走私罪,走私,,,陕西省,5000.0,,2019-01-31,5000.0
（2019）川07刑更48号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,四川省,,,2019-01-28,
（2019）鄂0104刑初40号,信用卡诈骗,金融诈骗罪,诈骗,,中学,湖北省武汉市硚口区,75067.0,数额较大,2019-01-15,20000.0
（2019）辽0603刑初51号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,辽宁省丹东市振兴区,1550.0,情节严重,2019-01-23,10000.0
（2018）浙0782破3-2号,申请破产清算,危害税收征管罪,税,,,浙江省,42333995.0,,2019-01-24,
（2019）京02民终381号,债权人撤销权纠纷,危害税收征管罪,税,,,北京市,1895135.0,严重,2019-01-30,
（2018）苏0581民初13330号,合同纠纷,危害税收征管罪,税,,,住所地常熟市,310878.0,,2019-01-14,
（2018）苏0509民初13156号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,89640.0,,2019-01-10,
（2019）川01刑更79号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,5000.0,,2019-01-24,5000.0
（2018）鲁1327刑初788号,诈骗；合同诈骗；伪造、变造居民身份证,破坏金融管理秩序罪|金融诈骗罪|危害税收征管罪|扰乱市场秩序罪,合同诈骗|税|诈骗|高利贷,,,住所地山东省,199298.0,数额巨大,2019-01-18,125000.0
（2019）吉01刑更898号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,吉林省,350000.0,,2019-01-29,350000.0
（2018）川07民终3040号,商品房销售合同纠纷,危害税收征管罪,税,,,四川省绵阳市,289221.0,严重,2019-01-17,
（2018）苏0585民初6135号,赠与合同纠纷,金融诈骗罪,诈骗,,,江苏省,20000.0,,2019-01-07,
（2018）赣0829民初2318号,合伙协议纠纷,妨害对公司企业的管理秩序罪,股票,,,江西省,503950.0,,2019-01-28,
（2018）渝0106民初1936号,债权人撤销权纠纷,危害税收征管罪,税,,,重庆市,2730000.0,严重,2019-01-25,
（2018）粤0882民初1408号,机动车交通事故责任纠纷,危害税收征管罪,税,,,广东省雷州市,126951.0,严重,2019-01-07,
（2019）豫01刑更288号,贪污,贪污贿赂罪,贪污,,中学,河南省,140677.0,,2019-01-21,
（2019）琼0107刑初31号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,海口市,4000.0,情节严重,2019-01-23,3000.0
（2019）粤17刑更426号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,大专,阳江市,340000.0,,2019-01-25,
（2019）皖05刑更71号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,本科,安徽省,,,2019-01-22,
（2019）浙0481执274号,买卖合同纠纷,侵犯知识产权罪,知识产权,,,浙江省,25655.0,情节严重,2019-01-16,
（2019）湘01刑更230号,诈骗,金融诈骗罪,诈骗,,,湖南省,,,2019-01-14,10000.0
（2019）辽01刑更171号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,辽宁省,,,2019-01-16,
（2018）粤01民终23685号,居间合同纠纷,危害税收征管罪,税,,,住所地广州市,1930000.0,严重,2019-01-31,
（2019）豫12刑终9号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,河南省三门峡市,30000.0,,2019-01-25,30000.0
（2019）鄂01刑更245号,诈骗,金融诈骗罪,诈骗,,初中,湖北省,20000.0,,2019-01-31,20000.0
（2019）鲁17刑更28号,诈骗,金融诈骗罪,诈骗,,,山东省,,,2019-01-30,50000.0
（2018）京73行初8938号,行政裁决,侵犯知识产权罪,知识产权,,,住所地北京市,,,2019-01-29,
（2018）苏0507民初2812号,财产损害赔偿纠纷,危害税收征管罪,税,,,住所地江苏省,1076120.0,,2019-01-18,
（2019）辽0283行审3号,其他行政行为,危害税收征管罪,税,,,住所地庄河市,,,2019-01-28,
（2019）渝04民初1324号,侵害作品放映权纠纷,侵犯知识产权罪,著作权,,,住所地上海市,2000.0,,2019-01-21,
（2019）渝05刑更16号,走私、贩卖、运输、制造毒品,走私罪,走私,,,重庆市,10000.0,,2019-01-30,10000.0
（2018）苏01民初1571号,侵害商业秘密纠纷,侵犯知识产权罪,商业秘密,,,中华人民共和国江苏省南京市,30800.0,,2019-01-15,
（2018）川1421民初3334号,房屋买卖合同纠纷,危害税收征管罪,税,,,四川省仁寿县,68990000.0,,2019-01-11,
（2018）陕0825民初7441号,机动车交通事故责任纠纷,危害税收征管罪,税,,,陕西省定边县,5000.0,轻微,2019-01-10,
（2019）豫0105民初1041号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地新密市,1000000.0,,2019-01-30,
（2019）京0115刑初57号,走私、贩卖、运输、制造毒品,走私罪|金融诈骗罪,诈骗|走私,,小学,北京市大兴区,4500.0,,2019-01-22,20000.0
（2019）川01刑更732号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,四川省,100000.0,,2019-01-21,
（2019）云刑更67号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省,,,2019-01-30,
（2019）云03刑更778号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省,20000.0,,2019-01-25,
（2018）苏0582执4096号,民间借贷纠纷,危害税收征管罪,税,,,住所地张家港市,226943.0,,2019-01-24,
（2019）赣01刑更215号,抢劫,侵犯财产罪,敲诈勒索,,小学,江西省,48000.0,,2019-01-30,48000.0
（2019）陕0881刑初10号,诈骗,金融诈骗罪,诈骗,,,陕西省,39600.0,数额巨大,2019-01-23,10000.0
（2018）闽0524民初5254号,金融借款合同纠纷,危害税收征管罪,税,,,福建省,50000.0,严重,2019-01-17,
（2018）浙0481民初7565号,机动车交通事故责任纠纷,危害税收征管罪,税,,,浙江省海宁市,1000000.0,,2019-01-25,
（2019）鲁01刑更207号,贪污,贪污贿赂罪,贪污,,,山东省,,,2019-01-30,200000.0
（2018）鲁0591民初1337号,建设工程施工合同纠纷,危害税收征管罪,税,,,山东省东营经济技术开发区,163212.0,,2019-01-17,
（2018）苏0412民初8093号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,江苏省,2200000.0,,2019-01-16,
（2018）京73行初12657号,行政裁决,侵犯知识产权罪,知识产权,,,住所地北京市,,,2019-01-08,
（2019）鄂06刑更299号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,湖北省,20000.0,,2019-01-24,
（2018）冀0824民初4009号,机动车交通事故责任纠纷,危害税收征管罪,税,60.0,,住所地滦平县,350000.0,,2019-01-03,
（2018）苏0583民初17942号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,140508.0,,2019-01-21,
（2018）鄂01民终9415号,执行异议之诉,侵犯知识产权罪,知识产权|著作权,,,住所地湖北省,30000000.0,,2019-01-07,
（2019）津01刑更2号,诈骗,金融诈骗罪,诈骗,,,天津市,551341.0,,2019-01-22,200000.0
（2018）新0106民初3023号,分期付款买卖合同纠纷,危害税收征管罪,税,,,住所地新疆乌鲁木齐市,350000.0,,2019-01-23,
（2019）鄂06刑更2号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,本科,湖北省,,,2019-01-10,
（2019）内25刑更32号,诈骗,金融诈骗罪,诈骗,,高中,内蒙古自治区,50000.0,,2019-01-21,50000.0
（2018）浙0205民初4488号,离婚后财产纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,浙江省,100000.0,,2019-01-28,
（2018）浙0411刑初122号,贪污,贪污贿赂罪,贪污|贿赂,,大专,户籍地浙江省,60000.0,数额巨大,2019-01-15,100000.0
（2018）浙0481刑初880号,生产、销售假药,生产销售伪劣商品罪,假药,,高中,浙江省,3500.0,,2019-01-28,9000.0
（2018）沪0151民初10174号,房屋买卖合同纠纷,危害税收征管罪,税,,,上海市,908000.0,,2019-01-15,
（2018）川1102执1521号,其他案由,危害税收征管罪,税,,,四川省乐山市市中区,120043.0,,2019-01-07,
（2017）鄂1321民初1377号,确认合同无效纠纷,危害税收征管罪,税,,,湖北省随县,3182000.0,,2019-01-31,
（2019）赣10刑终61号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,6750.0,情节严重,2019-01-28,10000.0
（2018）豫1122民初3116号,离婚纠纷,危害税收征管罪,税,,,河南省,490000.0,,2019-01-09,
（2019）黔2323执200号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,贵州省,30000.0,,2019-01-18,
（2019）苏0582民初1569号,买卖合同纠纷,危害税收征管罪,税,,,住所地张家港保税区,250000.0,,2019-01-29,
（2018）云01民终7235号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,云南省,1060000.0,,2019-01-14,
（2019）京0105民初1962号,房屋拆迁安置补偿合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,北京市朝阳区,1384335.0,,2019-01-17,
（2018）鄂07刑终101号,非法拘禁；敲诈勒索；合同诈骗,金融诈骗罪|危害税收征管罪|扰乱市场秩序罪|侵犯财产罪,合同诈骗|敲诈勒索|税|诈骗,,初中,湖北省鄂州市,82100000.0,严重,2019-01-31,6000000.0
（2018）京0105民初12246号,居间合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地北京市,12000000.0,,2019-01-28,
（2019）冀09刑终72号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,河北省,185000.0,数额较大,2019-01-16,25000.0
（2018）苏1181民初7802号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,江苏省丹阳市,150000.0,,2019-01-30,
（2019）沪02刑更169号,走私、贩卖、运输、制造毒品,走私罪,走私,,,上海市,,,2019-01-31,8000.0
（2019）沪02刑更181号,非法经营,扰乱市场秩序罪,非法经营,,,上海市,,,2019-01-31,50000.0
（2019）云03刑更255号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,云南省,30000.0,,2019-01-22,
（2018）鲁1003民初6423号,建设工程施工合同纠纷,危害税收征管罪,税,,,山东省威海市文登区,1400000.0,,2019-01-29,
（2018）豫0105民初31549号,运输合同纠纷,危害税收征管罪,税,,,住所地公主岭市,2744449.0,,2019-01-22,
（2018）湘01民终10632号,建筑设备租赁合同纠纷,危害税收征管罪,税,,,文书内容湖南省长沙市,207999.0,严重,2019-01-31,
（2018）粤2071民初25879号,物权保护纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地广东省,1680000.0,数额较大,2019-01-25,
（2018）浙0110民初20278号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,浙江省杭州市余杭区,25.0,,2019-01-22,
（2018）京民再165号,民间借贷纠纷,妨害对公司企业的管理秩序罪|金融诈骗罪|贪污贿赂罪,受贿|欺诈|职务侵占|诈骗,,,住所地北京市,3600000.0,,2019-01-29,
（2019）黔0221刑初9号,走私、贩卖、运输、制造毒品,走私罪,走私,,文盲,贵州省,300.0,,2019-01-24,1000.0
（2018）苏0581民初9760号,借款合同纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,住所地常熟市,189679800.0,,2019-01-24,
（2018）浙1121民初4951号,债权人代位权纠纷,危害税收征管罪,税,,,住所地青田县,45050.0,,2019-01-23,
（2019）新21刑更60号,走私、贩卖、运输、制造毒品,走私罪,走私,,,新疆维吾尔自治区,20000.0,,2019-01-29,20000.0
（2019）湘01刑更362号,敲诈勒索,侵犯财产罪,敲诈勒索,,,湖南省,,,2019-01-14,8000.0
（2018）苏0505民初2472号,保险人代位求偿权纠纷,危害税收征管罪,税,,,住所地江苏省,440000.0,,2019-01-30,
（2018）京行终5957号,其他行政行为,侵犯知识产权罪,知识产权,,,北京市,,,2019-01-31,
（2018）鄂0602民初1248号,机动车交通事故责任纠纷,危害税收征管罪,税,,,湖北省襄阳市襄城区,855666.0,严重,2019-01-16,
（2018）苏01民终10012号,房屋买卖合同纠纷,危害税收征管罪,税,,,江苏省,6450000.0,严重,2019-01-28,
（2018）粤0307民初15918号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,345800.0,,2019-01-08,
（2018）沪0115民初88236号,房屋买卖合同纠纷,危害税收征管罪,税,,,上海市,800000.0,,2019-01-11,
（2019）辽10刑更106号,其他刑事犯,金融诈骗罪,诈骗,,,辽宁省,,,2019-01-28,50000.0
（2018）云01刑初1202号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省,,,2019-01-03,10000.0
（2019）粤1521刑初1号,危险驾驶,侵犯财产罪,敲诈勒索,,初中,广东省,2000.0,特别严重,2019-01-14,2000.0
（2019）吉0881执173号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,洮南市,14000.0,,2019-01-20,
（2018）粤0605刑再2号,故意伤害,危害税收征管罪,税,25.0,小学,广东省,76966.0,严重,2019-01-14,
（2019）鲁14刑更98号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,山东省,20000.0,,2019-01-28,20000.0
（2019）豫08刑更123号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,河南省,5000.0,,2019-01-31,5000.0
（2018）粤03执1697号之二,知识产权权属、侵权纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,知识产权|股票,,,住址广东省,34196.0,,2019-01-28,
（2018）冀1081刑初731号,盗窃,金融诈骗罪,诈骗,,初中,河北省,15500.0,数额较大,2019-01-28,10000.0
（2018）京0108民初16449号,民间借贷纠纷,危害税收征管罪,税,,,北京市,3900000.0,,2019-01-02,
（2018）粤73民终4079号,著作权权属、侵权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地广东省,800.0,,2019-01-04,
（2017）川0104民初10122号,合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|知识产权,,,成都市,341300.0,,2019-01-14,
（2018）冀0104民初7040号,金融借款合同纠纷,危害税收征管罪,税,,,住所地石家庄市,30000000.0,,2019-01-18,
（2019）赣0602行审31号,其他行政行为,危害税收征管罪,税,,,住所地鹰潭市,,,2019-01-25,
（2019）川0124刑初24号,故意伤害,危害税收征管罪,税,,小学,成都市,,,2019-01-09,
（2019）黔0330民初280号,劳务合同纠纷,危害税收征管罪,税,,,贵州省习水县,2500000.0,,2019-01-25,
（2019）晋01刑申5号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,山西省,,数额特别巨大,2019-01-21,
（2018）沪0118民初19941号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地上海市,1000000.0,,2019-01-29,
（2019）苏01刑更252号,诈骗,金融诈骗罪,诈骗,,中专,江苏省,,,2019-01-22,40000.0
（2018）云01刑初1203号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,云南省,5000.0,,2019-01-24,5000.0
（2019）苏0826民初348号,保险纠纷,危害税收征管罪,税,,,住所地苏州市,395763.0,严重,2019-01-31,
（2019）宁01民终87号,民间借贷纠纷,破坏金融管理秩序罪,洗钱,,,住所地宁夏回族自治区,3000000.0,严重,2019-01-25,
（2018）冀0105民初3327-1号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪,欺诈|非法吸收公众存款|非法集资,,,河北省,421212.0,严重,2019-01-25,
（2019）黔01刑更160号,走私、贩卖、运输、制造毒品,走私罪,走私,,,贵州省,195000.0,,2019-01-25,
（2019）闽02刑更63号,盗窃,金融诈骗罪,诈骗,,小学,户籍地河南省,31652.0,,2019-01-29,10000.0
（2018）湘0602民初7302号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地长沙市,467382.0,,2019-01-08,
（2018）年渝0103民初2744号,劳动合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|知识产权,,,住所地重庆市,25399.0,,2019-01-15,
（2019）辽0204执69号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,大连市,76025.0,,2019-01-03,
（2019）湘01刑更144号,走私、贩卖、运输、制造毒品,走私罪,走私,,,湖南省,,,2019-01-14,20000.0
